age,workclass,education,educationyears,maritalstatus,occupation,relationship,race,sex,hoursperweek,nativecountry,incomeUSD
32,Private,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,United-States,48648
38,?,Bachelors,13,Married-civ-spouse,?,Wife,Other,Female,50,?,171750
34,State-gov,Doctorate,16,Married-civ-spouse,Prof-specialty,Husband,White,Male,45,Germany,104386
35,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,24795
26,Private,HS-grad,9,Never-married,Craft-repair,Own-child,White,Male,40,United-States,27461
24,Private,Some-college,10,Never-married,Sales,Other-relative,White,Male,35,United-States,20069
45,Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,80,United-States,51269
36,Private,10th,6,Never-married,Handlers-cleaners,Not-in-family,White,Female,34,United-States,36037
44,Private,7th-8th,4,Married-civ-spouse,Machine-op-inspct,Husband,Other,Male,40,Nicaragua,48928
23,Private,Some-college,10,Never-married,Adm-clerical,Not-in-family,White,Female,60,United-States,29702
57,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,55,United-States,27439
41,Self-emp-not-inc,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,60,Mexico,94314
20,Local-gov,HS-grad,9,Married-civ-spouse,Protective-serv,Husband,Black,Male,30,Puerto-Rico,46719
32,Private,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,36,United-States,22619
60,Private,HS-grad,9,Married-civ-spouse,Other-service,Wife,White,Female,40,United-States,109746
38,Self-emp-inc,Bachelors,13,Never-married,Craft-repair,Not-in-family,White,Female,20,United-States,46888
29,Private,HS-grad,9,Never-married,Transport-moving,Not-in-family,White,Female,45,United-States,39607
22,Private,HS-grad,9,Never-married,Craft-repair,Own-child,White,Male,40,United-States,43472
21,Private,Some-college,10,Never-married,Sales,Own-child,Asian-Pac-Islander,Male,30,India,28436
40,Local-gov,HS-grad,9,Married-civ-spouse,Other-service,Other-relative,White,Male,40,United-States,41591
59,Private,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,45,United-States,107172
45,State-gov,Masters,14,Divorced,Exec-managerial,Not-in-family,White,Male,45,United-States,42887
76,Local-gov,HS-grad,9,Widowed,Other-service,Not-in-family,White,Female,13,United-States,44089
45,Private,Bachelors,13,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,40,United-States,137056
49,Local-gov,Masters,14,Separated,Prof-specialty,Unmarried,White,Female,70,United-States,34156
36,Local-gov,Assoc-voc,11,Never-married,Protective-serv,Not-in-family,Black,Female,60,United-States,129632
22,Private,11th,7,Never-married,Craft-repair,Own-child,White,Male,35,United-States,47226
47,Private,Assoc-voc,11,Divorced,Prof-specialty,Unmarried,White,Female,44,United-States,44431
26,Private,HS-grad,9,Married-AF-spouse,Sales,Husband,White,Male,55,United-States,32508
21,Private,Some-college,10,Divorced,Craft-repair,Own-child,White,Male,40,United-States,33090
27,Private,HS-grad,9,Never-married,Transport-moving,Own-child,White,Female,15,United-States,20802
26,Private,Bachelors,13,Never-married,Other-service,Not-in-family,White,Male,40,United-States,47031
20,Private,Assoc-voc,11,Never-married,Tech-support,Own-child,White,Female,25,United-States,41557
31,Self-emp-not-inc,Masters,14,Never-married,Prof-specialty,Not-in-family,White,Male,45,England,46221
57,Local-gov,Masters,14,Divorced,Other-service,Unmarried,Black,Female,40,United-States,25883
39,Private,11th,7,Divorced,Sales,Other-relative,White,Female,40,United-States,38022
36,Private,Assoc-acdm,12,Never-married,Tech-support,Not-in-family,Black,Male,40,England,160446
66,Private,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,45,United-States,38479
34,Local-gov,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,23413
80,?,HS-grad,9,Married-civ-spouse,?,Husband,White,Male,25,United-States,36409
21,Private,HS-grad,9,Never-married,Other-service,Other-relative,White,Female,40,United-States,29319
40,Private,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,32,United-States,166527
49,Local-gov,Assoc-acdm,12,Divorced,Adm-clerical,Not-in-family,White,Female,30,United-States,34379
48,Self-emp-not-inc,Some-college,10,Divorced,Sales,Not-in-family,White,Female,60,United-States,44913
19,State-gov,Some-college,10,Never-married,Other-service,Not-in-family,White,Male,24,United-States,29045
42,Private,11th,7,Married-civ-spouse,Transport-moving,Husband,Black,Male,40,United-States,24616
59,Private,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,45,United-States,20488
63,Private,Some-college,10,Divorced,Other-service,Not-in-family,White,Female,40,United-States,47336
26,Private,HS-grad,9,Never-married,Craft-repair,Other-relative,White,Male,40,United-States,24870
41,Private,9th,5,Divorced,Other-service,Other-relative,White,Female,35,United-States,22348
42,Private,Some-college,10,Married-civ-spouse,Adm-clerical,Husband,White,Male,40,United-States,45539
19,Private,HS-grad,9,Never-married,Other-service,Own-child,White,Male,20,United-States,21223
45,Local-gov,11th,7,Married-civ-spouse,Other-service,Wife,White,Female,25,United-States,33067
47,Private,HS-grad,9,Married-civ-spouse,Other-service,Wife,White,Female,30,United-States,170641
47,Private,HS-grad,9,Divorced,Adm-clerical,Not-in-family,White,Female,40,United-States,48488
34,Private,Assoc-voc,11,Married-civ-spouse,Craft-repair,Husband,White,Male,40,England,26717
49,Self-emp-not-inc,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,40,United-States,161313
36,Private,HS-grad,9,Divorced,Transport-moving,Not-in-family,White,Male,40,United-States,35277
53,Private,HS-grad,9,Widowed,Craft-repair,Unmarried,White,Male,40,United-States,59288
21,?,Some-college,10,Never-married,?,Not-in-family,White,Male,45,United-States,40984
39,Private,HS-grad,9,Divorced,Handlers-cleaners,Not-in-family,White,Male,40,United-States,25301
52,Self-emp-not-inc,Assoc-voc,11,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,45776
18,Private,Some-college,10,Never-married,Sales,Own-child,White,Female,35,United-States,38268
59,Private,Assoc-voc,11,Never-married,Craft-repair,Not-in-family,Asian-Pac-Islander,Male,40,United-States,27561
50,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,50,United-States,82456
31,Private,Bachelors,13,Married-civ-spouse,Tech-support,Husband,Asian-Pac-Islander,Male,40,United-States,142956
52,?,Some-college,10,Married-civ-spouse,?,Wife,White,Female,40,United-States,187270
41,Self-emp-not-inc,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,United-States,134785
45,Private,Assoc-acdm,12,Widowed,Tech-support,Unmarried,White,Male,40,United-States,156854
54,Local-gov,Masters,14,Divorced,Prof-specialty,Not-in-family,White,Female,40,United-States,37645
22,Private,HS-grad,9,Never-married,Farming-fishing,Not-in-family,White,Male,25,United-States,24663
50,Private,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,40,United-States,74753
20,?,Assoc-acdm,12,Never-married,?,Not-in-family,White,Female,32,United-States,40225
43,Private,HS-grad,9,Divorced,Adm-clerical,Not-in-family,White,Female,40,United-States,22816
48,Local-gov,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,40,United-States,37486
24,Private,Bachelors,13,Never-married,Exec-managerial,Not-in-family,White,Male,45,United-States,44887
54,Private,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,40,United-States,146092
26,Private,HS-grad,9,Married-civ-spouse,Adm-clerical,Husband,White,Male,40,United-States,23834
53,Private,Bachelors,13,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,140730
51,Self-emp-inc,Doctorate,16,Married-civ-spouse,Prof-specialty,Husband,White,Male,40,United-States,60763
54,Private,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,44,United-States,180712
32,State-gov,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,49,United-States,149251
46,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,Black,Male,40,United-States,37800
60,?,Bachelors,13,Married-civ-spouse,?,Husband,White,Male,12,United-States,33735
52,Local-gov,HS-grad,9,Divorced,Adm-clerical,Not-in-family,White,Female,45,United-States,32986
44,Private,HS-grad,9,Divorced,Adm-clerical,Not-in-family,White,Female,40,United-States,46567
56,Self-emp-inc,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,United-States,25072
57,Private,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,United-States,47935
35,Private,HS-grad,9,Never-married,Other-service,Unmarried,Black,Female,40,United-States,33036
30,Private,Assoc-acdm,12,Never-married,Tech-support,Not-in-family,White,Female,40,United-States,22838
29,Private,Some-college,10,Never-married,Handlers-cleaners,Not-in-family,White,Male,35,United-States,22941
49,Private,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,66,United-States,125974
28,Private,10th,6,Never-married,Handlers-cleaners,Not-in-family,White,Male,40,United-States,32009
30,Private,Some-college,10,Separated,Adm-clerical,Unmarried,Black,Female,40,United-States,49149
45,Private,HS-grad,9,Divorced,Other-service,Not-in-family,White,Male,40,United-States,35317
17,Private,10th,6,Never-married,Other-service,Own-child,White,Male,12,United-States,20478
54,Local-gov,10th,6,Married-civ-spouse,Adm-clerical,Husband,White,Male,40,United-States,36372
31,Private,Some-college,10,Married-civ-spouse,Adm-clerical,Husband,White,Male,40,United-States,20490
54,Private,Doctorate,16,Married-civ-spouse,Exec-managerial,Husband,White,Male,50,United-States,138065
55,?,Bachelors,13,Married-civ-spouse,?,Husband,White,Male,40,United-States,41262
26,Private,Assoc-acdm,12,Married-civ-spouse,Adm-clerical,Own-child,White,Female,40,?,38082
37,Private,9th,5,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,50,United-States,49191
34,Private,HS-grad,9,Divorced,Craft-repair,Not-in-family,Amer-Indian-Eskimo,Male,48,United-States,133241
38,Private,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,40,Canada,20540
51,Private,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,45,United-States,25468
41,Private,HS-grad,9,Never-married,Exec-managerial,Not-in-family,Asian-Pac-Islander,Male,60,United-States,30084
24,Private,Some-college,10,Never-married,Handlers-cleaners,Not-in-family,White,Male,40,United-States,23053
56,Self-emp-inc,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,50,United-States,58888
33,Private,HS-grad,9,Never-married,Craft-repair,Own-child,Asian-Pac-Islander,Male,40,United-States,39655
31,Private,10th,6,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,40,United-States,22326
27,Private,Some-college,10,Never-married,Handlers-cleaners,Not-in-family,Black,Male,50,United-States,20750
32,Self-emp-not-inc,Bachelors,13,Married-civ-spouse,Sales,Other-relative,White,Male,45,United-States,47253
35,Private,Assoc-acdm,12,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,Puerto-Rico,36276
43,Private,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,45,United-States,180847
40,Private,HS-grad,9,Divorced,Other-service,Unmarried,White,Female,36,United-States,28791
19,Self-emp-not-inc,HS-grad,9,Never-married,Other-service,Own-child,White,Male,53,United-States,34041
23,Private,Assoc-acdm,12,Never-married,Handlers-cleaners,Own-child,White,Male,32,United-States,22311
40,Private,HS-grad,9,Separated,Machine-op-inspct,Unmarried,White,Male,40,United-States,45227
59,Private,HS-grad,9,Divorced,Craft-repair,Not-in-family,White,Male,38,United-States,163296
43,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,43497
43,Self-emp-not-inc,10th,6,Married-civ-spouse,Craft-repair,Husband,White,Male,60,?,25229
53,Private,HS-grad,9,Widowed,Machine-op-inspct,Not-in-family,White,Female,40,United-States,40982
26,Private,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,40,United-States,46546
68,Self-emp-inc,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,20,United-States,76487
41,Private,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,48,United-States,189704
32,Self-emp-not-inc,HS-grad,9,Divorced,Craft-repair,Unmarried,White,Male,40,United-States,32708
25,State-gov,Bachelors,13,Never-married,Exec-managerial,Not-in-family,White,Male,40,United-States,44801
20,Private,HS-grad,9,Never-married,Other-service,Own-child,White,Male,40,United-States,41414
22,Private,Some-college,10,Never-married,Other-service,Not-in-family,White,Male,15,United-States,45926
33,Private,10th,6,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,23332
26,Local-gov,Some-college,10,Married-civ-spouse,Other-service,Other-relative,White,Male,40,United-States,47404
29,Private,HS-grad,9,Never-married,Other-service,Unmarried,Black,Female,25,United-States,37500
20,Private,HS-grad,9,Never-married,Sales,Own-child,White,Female,23,United-States,41418
68,State-gov,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,42,?,164050
58,Private,Some-college,10,Divorced,Prof-specialty,Unmarried,White,Female,40,United-States,47315
32,Private,HS-grad,9,Divorced,Machine-op-inspct,Not-in-family,White,Male,40,United-States,33821
23,Private,Assoc-acdm,12,Never-married,Other-service,Not-in-family,White,Female,25,United-States,27942
30,Private,9th,5,Married-civ-spouse,Other-service,Husband,White,Male,40,Mexico,23635
67,State-gov,Some-college,10,Married-civ-spouse,Farming-fishing,Husband,White,Male,8,United-States,30044
26,Private,Assoc-acdm,12,Never-married,Adm-clerical,Unmarried,White,Female,32,United-States,29726
53,Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,35,United-States,34784
27,Local-gov,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,60,United-States,49324
29,Without-pay,Some-college,10,Married-civ-spouse,Farming-fishing,Own-child,White,Male,65,United-States,35745
38,State-gov,Doctorate,16,Married-civ-spouse,Prof-specialty,Husband,White,Male,40,United-States,195588
17,Private,9th,5,Never-married,Other-service,Own-child,Black,Female,40,United-States,33801
48,Private,Masters,14,Married-civ-spouse,Tech-support,Husband,White,Male,40,United-States,101056
52,Private,Some-college,10,Widowed,Other-service,Unmarried,Black,Female,40,?,20994
28,Private,Assoc-acdm,12,Married-civ-spouse,Exec-managerial,Wife,White,Female,40,United-States,21030
18,Private,Some-college,10,Never-married,Sales,Own-child,White,Male,15,United-States,29674
28,Private,Some-college,10,Divorced,Sales,Not-in-family,White,Male,30,United-States,36792
34,Private,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,33023
62,Private,HS-grad,9,Married-civ-spouse,Prof-specialty,Husband,White,Male,40,United-States,146597
46,Private,5th-6th,3,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,40,Mexico,45198
30,Private,Some-college,10,Divorced,Adm-clerical,Unmarried,White,Female,40,United-States,27104
20,Private,Some-college,10,Never-married,Transport-moving,Own-child,White,Male,40,United-States,29003
29,Private,HS-grad,9,Never-married,Exec-managerial,Not-in-family,White,Male,50,United-States,38102
55,Private,Some-college,10,Married-civ-spouse,Adm-clerical,Husband,Black,Male,25,United-States,28013
20,Private,Some-college,10,Never-married,Prof-specialty,Own-child,White,Male,24,United-States,30859
54,Private,10th,6,Married-civ-spouse,Transport-moving,Husband,Black,Male,40,United-States,32163
27,Private,10th,6,Never-married,Craft-repair,Not-in-family,White,Male,30,United-States,49106
43,Private,Some-college,10,Never-married,Adm-clerical,Not-in-family,White,Male,55,United-States,24488
17,?,10th,6,Never-married,?,Own-child,White,Male,40,United-States,37248
48,State-gov,Masters,14,Divorced,Protective-serv,Not-in-family,White,Male,72,United-States,28241
34,Private,Bachelors,13,Never-married,Exec-managerial,Own-child,White,Male,40,United-States,42537
66,?,9th,5,Married-civ-spouse,?,Husband,Black,Male,40,United-States,38428
29,Private,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Female,40,United-States,42725
43,?,Some-college,10,Separated,?,Not-in-family,Black,Male,40,United-States,22114
37,Private,Assoc-voc,11,Divorced,Sales,Unmarried,White,Female,40,United-States,32652
56,Private,Some-college,10,Married-civ-spouse,Prof-specialty,Husband,White,Male,40,United-States,152247
58,Private,10th,6,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,170275
54,Self-emp-inc,Bachelors,13,Married-civ-spouse,Sales,Husband,Black,Male,40,Jamaica,32473
45,Private,Some-college,10,Separated,Craft-repair,Not-in-family,White,Male,41,United-States,32033
29,Self-emp-inc,HS-grad,9,Married-civ-spouse,Other-service,Husband,White,Male,40,United-States,39136
26,Private,Assoc-acdm,12,Married-civ-spouse,Adm-clerical,Wife,White,Female,40,United-States,28200
43,Private,HS-grad,9,Married-civ-spouse,Adm-clerical,Husband,Black,Male,40,United-States,84211
33,Local-gov,HS-grad,9,Married-civ-spouse,Other-service,Husband,White,Male,40,United-States,24655
45,Self-emp-not-inc,Some-college,10,Married-civ-spouse,Other-service,Husband,White,Male,42,United-States,31740
25,Private,Some-college,10,Never-married,Sales,Not-in-family,White,Male,30,United-States,30457
25,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,42608
69,?,Prof-school,15,Divorced,?,Not-in-family,White,Male,5,United-States,22637
37,Private,Assoc-acdm,12,Married-civ-spouse,Adm-clerical,Husband,White,Male,40,United-States,33717
20,Private,HS-grad,9,Never-married,Exec-managerial,Not-in-family,White,Male,25,United-States,37777
39,Private,Masters,14,Married-civ-spouse,Prof-specialty,Wife,White,Female,24,United-States,123342
17,Private,10th,6,Never-married,Sales,Own-child,White,Female,20,United-States,21818
27,Local-gov,HS-grad,9,Never-married,Farming-fishing,Own-child,White,Male,40,United-States,31487
26,Private,HS-grad,9,Never-married,Other-service,Other-relative,Black,Female,40,United-States,22513
55,Private,5th-6th,3,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,40,Mexico,49941
39,Private,11th,7,Married-civ-spouse,Prof-specialty,Husband,White,Male,60,United-States,42716
41,Private,HS-grad,9,Separated,Other-service,Not-in-family,White,Female,40,United-States,47925
34,Private,1st-4th,2,Married-civ-spouse,Craft-repair,Husband,White,Male,40,Mexico,21668
51,Private,Assoc-voc,11,Married-civ-spouse,Exec-managerial,Husband,White,Male,50,United-States,85419
67,State-gov,Doctorate,16,Married-civ-spouse,Prof-specialty,Husband,Black,Male,12,?,21990
40,Private,Some-college,10,Divorced,Machine-op-inspct,Own-child,White,Male,40,United-States,40922
58,Private,Assoc-acdm,12,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,24762
23,Private,HS-grad,9,Never-married,Sales,Not-in-family,White,Female,40,United-States,43836
45,Local-gov,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,50,United-States,152075
51,Private,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,50,United-States,92188
43,State-gov,Some-college,10,Divorced,Exec-managerial,Unmarried,White,Male,40,United-States,23673
25,State-gov,Bachelors,13,Never-married,Other-service,Not-in-family,White,Female,50,United-States,31903
36,Self-emp-not-inc,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,United-States,23228
58,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,50,United-States,49096
33,Private,HS-grad,9,Divorced,Machine-op-inspct,Not-in-family,White,Male,40,United-States,38472
60,Local-gov,Assoc-voc,11,Married-civ-spouse,Other-service,Husband,White,Male,40,United-States,41729
24,Private,HS-grad,9,Never-married,Sales,Own-child,Asian-Pac-Islander,Male,40,South-Africa-Africa,41614
45,Private,HS-grad,9,Divorced,Exec-managerial,Not-in-family,White,Female,46,United-States,45381
49,Private,HS-grad,9,Divorced,Adm-clerical,Not-in-family,White,Female,40,United-States,47987
19,Private,12th,8,Never-married,Adm-clerical,Not-in-family,White,Female,40,United-States,48611
34,State-gov,Some-college,10,Married-spouse-absent,Adm-clerical,Unmarried,Asian-Pac-Islander,Female,38,Philippines,45587
42,State-gov,Bachelors,13,Divorced,Adm-clerical,Not-in-family,White,Male,40,United-States,32736
25,Private,HS-grad,9,Never-married,Priv-house-serv,Not-in-family,White,Female,50,United-States,43938
73,?,HS-grad,9,Married-civ-spouse,?,Husband,White,Male,15,United-States,27671
59,Self-emp-not-inc,5th-6th,3,Married-civ-spouse,Other-service,Husband,White,Male,15,El-Salvador,46440
28,Private,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,40,United-States,43574
19,Private,11th,7,Never-married,Other-service,Other-relative,White,Male,30,United-States,27756
31,State-gov,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Female,40,United-States,27331
58,Federal-gov,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Male,48,United-States,30402
21,Private,HS-grad,9,Never-married,Craft-repair,Own-child,White,Male,13,?,42152
47,Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,50,United-States,199903
30,Private,Bachelors,13,Never-married,Sales,Not-in-family,White,Male,40,United-States,69609
41,Private,7th-8th,4,Married-civ-spouse,Craft-repair,Husband,Asian-Pac-Islander,Male,40,China,49026
59,?,10th,6,Divorced,?,Not-in-family,White,Female,40,England,45977
43,Private,Some-college,10,Separated,Transport-moving,Unmarried,White,Male,51,United-States,140095
48,Private,HS-grad,9,Separated,Adm-clerical,Not-in-family,White,Female,40,United-States,34678
44,Private,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,50,United-States,155995
44,Private,Some-college,10,Never-married,Adm-clerical,Not-in-family,Black,Female,40,United-States,25555
24,Private,Bachelors,13,Never-married,Exec-managerial,Own-child,Black,Female,40,United-States,36400
28,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,43,United-States,25980
50,Private,HS-grad,9,Married-spouse-absent,Exec-managerial,Unmarried,White,Female,10,United-States,30829
33,Private,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,130176
23,Local-gov,Bachelors,13,Never-married,Prof-specialty,Other-relative,White,Female,50,United-States,45441
30,?,HS-grad,9,Never-married,?,Own-child,White,Male,40,United-States,44255
46,Private,10th,6,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,40,United-States,43343
21,State-gov,Some-college,10,Never-married,Tech-support,Own-child,White,Male,10,United-States,25367
52,Private,9th,5,Separated,Other-service,Not-in-family,Black,Female,30,United-States,42078
26,Private,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Male,50,United-States,30597
27,State-gov,Bachelors,13,Never-married,Tech-support,Not-in-family,White,Male,12,United-States,43531
28,Private,11th,7,Never-married,Machine-op-inspct,Unmarried,White,Female,40,Nicaragua,21746
50,Self-emp-inc,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,60,United-States,140104
28,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,35,United-States,32184
61,Self-emp-not-inc,11th,7,Married-civ-spouse,Exec-managerial,Husband,White,Male,20,United-States,34703
32,Private,7th-8th,4,Separated,Sales,Unmarried,White,Female,35,United-States,32830
30,Federal-gov,Some-college,10,Never-married,Craft-repair,Not-in-family,White,Male,40,United-States,40195
51,Local-gov,Bachelors,13,Divorced,Adm-clerical,Not-in-family,White,Female,40,United-States,47940
40,Local-gov,Some-college,10,Never-married,Protective-serv,Not-in-family,White,Male,40,United-States,199878
36,Private,HS-grad,9,Never-married,Exec-managerial,Not-in-family,White,Male,70,United-States,28991
28,Private,Some-college,10,Divorced,Other-service,Other-relative,Black,Male,24,United-States,32047
49,Private,Assoc-acdm,12,Married-civ-spouse,Prof-specialty,Husband,White,Male,45,United-States,92133
61,Self-emp-not-inc,7th-8th,4,Married-civ-spouse,Transport-moving,Husband,White,Male,30,United-States,34797
41,Self-emp-not-inc,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,60,United-States,180822
55,Private,HS-grad,9,Widowed,Other-service,Unmarried,White,Female,30,United-States,46204
36,Private,Bachelors,13,Married-civ-spouse,Prof-specialty,Wife,White,Female,40,United-States,29322
21,Private,Some-college,10,Never-married,Adm-clerical,Own-child,White,Female,40,United-States,27138
57,Self-emp-not-inc,Some-college,10,Married-civ-spouse,Transport-moving,Husband,White,Male,45,United-States,149717
49,Self-emp-inc,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,37,United-States,140408
59,Private,11th,7,Married-civ-spouse,Adm-clerical,Husband,White,Male,40,United-States,40527
41,Private,Some-college,10,Separated,Sales,Not-in-family,White,Male,80,United-States,130587
59,Private,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,38320
20,Private,HS-grad,9,Never-married,Other-service,Own-child,White,Male,25,United-States,24190
42,Private,Some-college,10,Divorced,Adm-clerical,Not-in-family,Black,Female,40,United-States,49790
41,Local-gov,Masters,14,Divorced,Prof-specialty,Unmarried,White,Female,60,United-States,36824
45,Federal-gov,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,50,United-States,144217
36,Private,HS-grad,9,Never-married,Sales,Other-relative,Asian-Pac-Islander,Female,40,?,41162
42,Local-gov,Assoc-acdm,12,Married-civ-spouse,Exec-managerial,Wife,White,Female,45,United-States,55709
25,Private,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,40,United-States,45145
45,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,149346
58,Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,40,United-States,178198
39,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,47367
34,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,112083
22,Self-emp-not-inc,Some-college,10,Never-married,Craft-repair,Not-in-family,White,Male,40,United-States,43418
44,Private,HS-grad,9,Divorced,Tech-support,Not-in-family,White,Male,50,United-States,104837
53,Self-emp-inc,Some-college,10,Widowed,Sales,Unmarried,White,Female,40,United-States,31050
22,Private,Assoc-acdm,12,Never-married,Handlers-cleaners,Not-in-family,Black,Male,40,?,96130
27,Private,9th,5,Married-civ-spouse,Protective-serv,Husband,White,Male,40,Guatemala,27015
60,Private,HS-grad,9,Separated,Other-service,Not-in-family,White,Female,25,United-States,46213
46,Private,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,40,United-States,80421
56,Self-emp-inc,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,40,United-States,174054
36,Private,Bachelors,13,Never-married,Exec-managerial,Not-in-family,White,Male,40,United-States,108681
56,Private,HS-grad,9,Divorced,Adm-clerical,Unmarried,White,Female,32,United-States,20891
35,?,Some-college,10,Married-civ-spouse,?,Husband,Asian-Pac-Islander,Male,40,Philippines,147366
29,Self-emp-inc,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,70,United-States,37774
19,Private,10th,6,Never-married,Handlers-cleaners,Own-child,White,Male,39,United-States,32236
38,Private,HS-grad,9,Married-civ-spouse,Other-service,Husband,White,Male,40,United-States,44016
40,Federal-gov,Some-college,10,Married-civ-spouse,Tech-support,Husband,White,Male,40,United-States,121393
52,Private,Assoc-acdm,12,Married-civ-spouse,Exec-managerial,Husband,White,Male,55,United-States,52515
22,Private,Some-college,10,Married-civ-spouse,Exec-managerial,Wife,White,Female,40,United-States,30905
32,State-gov,HS-grad,9,Divorced,Other-service,Not-in-family,White,Female,25,United-States,27686
27,Private,Bachelors,13,Never-married,Exec-managerial,Own-child,White,Female,40,United-States,47945
25,Private,Bachelors,13,Never-married,Prof-specialty,Own-child,White,Female,40,Guatemala,20059
36,Private,Masters,14,Married-civ-spouse,Prof-specialty,Husband,Other,Male,40,Iran,197750
22,Private,12th,8,Never-married,Handlers-cleaners,Own-child,Amer-Indian-Eskimo,Male,40,United-States,33944
32,Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,45,United-States,35236
37,Private,Bachelors,13,Separated,Exec-managerial,Unmarried,Black,Female,40,United-States,37837
